instant,dteday,season,yr,workingday,weathersit,temp,hum,windspeed,casual,registered
377,01/12/2012,1,1,1,2,0.3825,0.802917,0.180967,269,3828
378,01/13/2012,1,1,1,1,0.274167,0.5075,0.378108,174,3040
379,01/14/2012,1,1,0,1,0.18,0.4575,0.187183,333,2160
380,01/15/2012,1,1,0,1,0.166667,0.419167,0.251258,284,2027
381,01/16/2012,1,1,0,1,0.19,0.5225,0.231358,217,2081
382,01/17/2012,1,1,1,2,0.373043,0.716087,0.34913,127,2808
383,01/18/2012,1,1,1,1,0.303333,0.443333,0.415429,109,3267
384,01/19/2012,1,1,1,1,0.19,0.4975,0.220158,130,3162
385,01/20/2012,1,1,1,2,0.2175,0.45,0.20275,115,3048
386,01/21/2012,1,1,0,2,0.173333,0.83125,0.222642,67,1234
387,01/22/2012,1,1,0,2,0.1625,0.79625,0.199638,196,1781
388,01/23/2012,1,1,1,2,0.218333,0.91125,0.110708,145,2287
389,01/24/2012,1,1,1,1,0.3425,0.835833,0.123767,439,3900
390,01/25/2012,1,1,1,1,0.294167,0.64375,0.161071,467,3803
391,01/26/2012,1,1,1,2,0.341667,0.769583,0.0733958,244,3831
392,01/27/2012,1,1,1,2,0.425,0.74125,0.342667,269,3187
393,01/28/2012,1,1,0,1,0.315833,0.543333,0.210829,775,3248
394,01/29/2012,1,1,0,1,0.2825,0.31125,0.24005,558,2685
395,01/30/2012,1,1,1,1,0.269167,0.400833,0.215792,126,3498
396,01/31/2012,1,1,1,1,0.39,0.416667,0.261817,324,4185
397,02/01/2012,1,1,1,1,0.469167,0.507917,0.189067,304,4275
398,02/02/2012,1,1,1,2,0.399167,0.672917,0.187187,190,3571
399,02/03/2012,1,1,1,1,0.313333,0.526667,0.178496,310,3841
400,02/04/2012,1,1,0,2,0.264167,0.779583,0.121896,384,2448
401,02/05/2012,1,1,0,2,0.265833,0.687917,0.175996,318,2629
402,02/06/2012,1,1,1,1,0.282609,0.622174,0.1538,206,3578
403,02/07/2012,1,1,1,1,0.354167,0.49625,0.147379,199,4176
404,02/08/2012,1,1,1,2,0.256667,0.722917,0.133721,109,2693
405,02/09/2012,1,1,1,1,0.265,0.562083,0.194037,163,3667
406,02/10/2012,1,1,1,2,0.280833,0.54,0.116929,227,3604
407,02/11/2012,1,1,0,3,0.224167,0.73125,0.289796,192,1977
408,02/12/2012,1,1,0,1,0.1275,0.464583,0.409212,73,1456
409,02/13/2012,1,1,1,1,0.2225,0.41125,0.167283,94,3328
410,02/14/2012,1,1,1,2,0.319167,0.50875,0.141179,135,3787
411,02/15/2012,1,1,1,1,0.348333,0.53125,0.1816,141,4028
412,02/16/2012,1,1,1,2,0.316667,0.752917,0.091425,74,2931
413,02/17/2012,1,1,1,1,0.343333,0.634583,0.205846,349,3805
414,02/18/2012,1,1,0,1,0.346667,0.534583,0.190929,1435,2883
415,02/19/2012,1,1,0,2,0.28,0.515833,0.253112,618,2071
416,02/20/2012,1,1,0,1,0.28,0.507826,0.229083,502,2627
417,02/21/2012,1,1,1,1,0.287826,0.594348,0.205717,163,3614
418,02/22/2012,1,1,1,1,0.395833,0.567917,0.234471,394,4379
419,02/23/2012,1,1,1,1,0.454167,0.554583,0.190913,516,4546
420,02/24/2012,1,1,1,2,0.4075,0.7375,0.237567,246,3241
421,02/25/2012,1,1,0,1,0.290833,0.395833,0.421642,317,2415
422,02/26/2012,1,1,0,1,0.279167,0.41,0.205229,515,2874
423,02/27/2012,1,1,1,1,0.366667,0.490833,0.268033,253,4069
424,02/28/2012,1,1,1,1,0.359167,0.395833,0.193417,229,4134
425,02/29/2012,1,1,1,2,0.344348,0.804783,0.179117,65,1769
426,03/01/2012,1,1,1,1,0.485833,0.615417,0.226987,325,4665
427,03/02/2012,1,1,1,2,0.353333,0.657083,0.144904,246,2948
428,03/03/2012,1,1,0,2,0.414167,0.62125,0.161079,956,3110
429,03/04/2012,1,1,0,1,0.325833,0.403333,0.334571,710,2713
430,03/05/2012,1,1,1,1,0.243333,0.50625,0.228858,203,3130
431,03/06/2012,1,1,1,1,0.258333,0.456667,0.200875,221,3735
432,03/07/2012,1,1,1,1,0.404167,0.513333,0.345779,432,4484
433,03/08/2012,1,1,1,1,0.5275,0.5675,0.441563,486,4896
434,03/09/2012,1,1,1,2,0.410833,0.407083,0.4148,447,4122
435,03/10/2012,1,1,0,1,0.2875,0.350417,0.22575,968,3150
436,03/11/2012,1,1,0,1,0.361739,0.476957,0.222587,1658,3253
437,03/12/2012,1,1,1,1,0.466667,0.489167,0.207713,838,4460
438,03/13/2012,1,1,1,1,0.565,0.6175,0.23695,762,5085
439,03/14/2012,1,1,1,1,0.5725,0.507083,0.115062,997,5315
440,03/15/2012,1,1,1,1,0.5575,0.579583,0.149883,1005,5187
441,03/16/2012,1,1,1,2,0.435833,0.842083,0.113192,548,3830
442,03/17/2012,1,1,0,2,0.514167,0.755833,0.110704,3155,4681
443,03/18/2012,1,1,0,2,0.4725,0.81,0.126883,2207,3685
444,03/19/2012,1,1,1,1,0.545,0.72875,0.162317,982,5171
445,03/20/2012,1,1,1,1,0.560833,0.807917,0.121271,1051,5042
446,03/21/2012,2,1,1,2,0.531667,0.82125,0.0895583,1122,5108
447,03/22/2012,2,1,1,1,0.554167,0.83125,0.117562,1334,5537
448,03/23/2012,2,1,1,2,0.601667,0.694167,0.1163,2469,5893
449,03/24/2012,2,1,0,2,0.5025,0.885417,0.192783,1033,2339
450,03/25/2012,2,1,0,2,0.4375,0.880833,0.220775,1532,3464
451,03/26/2012,2,1,1,1,0.445833,0.477917,0.386821,795,4763
452,03/27/2012,2,1,1,1,0.323333,0.29,0.187192,531,4571
453,03/28/2012,2,1,1,1,0.484167,0.48125,0.291671,674,5024
454,03/29/2012,2,1,1,1,0.494167,0.439167,0.31965,834,5299
455,03/30/2012,2,1,1,2,0.37,0.580833,0.138067,796,4663
456,03/31/2012,2,1,0,2,0.424167,0.738333,0.250617,2301,3934
457,04/01/2012,2,1,0,2,0.425833,0.67625,0.172267,2347,3694
458,04/02/2012,2,1,1,1,0.433913,0.504348,0.312139,1208,4728
459,04/03/2012,2,1,1,1,0.466667,0.396667,0.100133,1348,5424
460,04/04/2012,2,1,1,1,0.541667,0.469583,0.180975,1058,5378
461,04/05/2012,2,1,1,1,0.435,0.374167,0.219529,1192,5265
462,04/06/2012,2,1,1,1,0.403333,0.377083,0.300388,1807,4653
463,04/07/2012,2,1,0,1,0.4375,0.254167,0.274871,3252,3605
464,04/08/2012,2,1,0,1,0.5,0.275833,0.232596,2230,2939
465,04/09/2012,2,1,1,1,0.489167,0.3175,0.358196,905,4680
466,04/10/2012,2,1,1,1,0.446667,0.435,0.249375,819,5099
467,04/11/2012,2,1,1,1,0.348696,0.469565,0.295274,482,4380
468,04/12/2012,2,1,1,1,0.3975,0.46625,0.290429,663,4746
469,04/13/2012,2,1,1,1,0.4425,0.408333,0.155471,1252,5146
470,04/14/2012,2,1,0,1,0.495,0.502917,0.190917,2795,4665
471,04/15/2012,2,1,0,1,0.606667,0.507917,0.225129,2846,4286
472,04/16/2012,2,1,0,1,0.664167,0.561667,0.284829,1198,5172
473,04/17/2012,2,1,1,1,0.608333,0.390417,0.273629,989,5702
474,04/18/2012,2,1,1,2,0.463333,0.569167,0.167912,347,4020
475,04/19/2012,2,1,1,1,0.498333,0.6125,0.0659292,846,5719
476,04/20/2012,2,1,1,1,0.526667,0.694583,0.149871,1340,5950
477,04/21/2012,2,1,0,1,0.57,0.682917,0.283587,2541,4083
478,04/22/2012,2,1,0,3,0.396667,0.835417,0.344546,120,907
479,04/23/2012,2,1,1,2,0.321667,0.766667,0.303496,195,3019
480,04/24/2012,2,1,1,1,0.413333,0.454167,0.249383,518,5115
481,04/25/2012,2,1,1,1,0.476667,0.427917,0.118792,655,5541
482,04/26/2012,2,1,1,2,0.498333,0.756667,0.176625,475,4551
483,04/27/2012,2,1,1,1,0.4575,0.400833,0.347633,1014,5219
484,04/28/2012,2,1,0,2,0.376667,0.489583,0.129975,1120,3100
485,04/29/2012,2,1,0,1,0.458333,0.587083,0.116908,2229,4075
486,04/30/2012,2,1,1,2,0.464167,0.57,0.171638,665,4907
487,05/01/2012,2,1,1,2,0.613333,0.659583,0.156096,653,5087
488,05/02/2012,2,1,1,1,0.564167,0.797083,0.138058,667,5502
489,05/03/2012,2,1,1,2,0.56,0.768333,0.133696,764,5657
490,05/04/2012,2,1,1,1,0.6275,0.735417,0.162938,1069,5227
491,05/05/2012,2,1,0,2,0.621667,0.756667,0.152992,2496,4387
492,05/06/2012,2,1,0,2,0.5625,0.74,0.149879,2135,4224
493,05/07/2012,2,1,1,2,0.5375,0.664167,0.230721,1008,5265
494,05/08/2012,2,1,1,2,0.581667,0.685833,0.296029,738,4990
495,05/09/2012,2,1,1,2,0.575,0.744167,0.216412,620,4097
496,05/10/2012,2,1,1,1,0.505833,0.552083,0.314063,1026,5546
497,05/11/2012,2,1,1,1,0.533333,0.360417,0.236937,1319,5711
498,05/12/2012,2,1,0,1,0.564167,0.480417,0.123133,2622,4807
499,05/13/2012,2,1,0,1,0.6125,0.57625,0.225117,2172,3946
500,05/14/2012,2,1,1,2,0.573333,0.789583,0.212692,342,2501
501,05/15/2012,2,1,1,2,0.611667,0.794583,0.147392,625,4490
502,05/16/2012,2,1,1,1,0.636667,0.697917,0.122512,991,6433
503,05/17/2012,2,1,1,1,0.593333,0.52,0.229475,1242,6142
504,05/18/2012,2,1,1,1,0.564167,0.523333,0.136817,1521,6118
505,05/19/2012,2,1,0,1,0.6,0.45625,0.083975,3410,4884
506,05/20/2012,2,1,0,1,0.620833,0.530417,0.254367,2704,4425
507,05/21/2012,2,1,1,2,0.598333,0.81125,0.233204,630,3729
508,05/22/2012,2,1,1,2,0.615,0.765833,0.118167,819,5254
509,05/23/2012,2,1,1,2,0.621667,0.774583,0.102,766,4494
510,05/24/2012,2,1,1,1,0.655,0.716667,0.172896,1059,5711
511,05/25/2012,2,1,1,1,0.68,0.747083,0.14055,1417,5317
512,05/26/2012,2,1,0,1,0.6925,0.7325,0.198992,2855,3681
513,05/27/2012,2,1,0,1,0.69,0.697083,0.215171,3283,3308
514,05/28/2012,2,1,0,1,0.7125,0.67625,0.196521,2557,3486
515,05/29/2012,2,1,1,1,0.7225,0.684583,0.2954,880,4863
516,05/30/2012,2,1,1,2,0.656667,0.67,0.134329,745,6110
517,05/31/2012,2,1,1,1,0.68,0.492917,0.195279,1100,6238
518,06/01/2012,2,1,1,2,0.654167,0.755417,0.237563,533,3594
519,06/02/2012,2,1,0,1,0.583333,0.549167,0.186562,2795,5325
520,06/03/2012,2,1,0,1,0.6025,0.493333,0.184087,2494,5147
521,06/04/2012,2,1,1,1,0.5975,0.487083,0.284833,1071,5927
522,06/05/2012,2,1,1,2,0.540833,0.613333,0.209575,968,6033
523,06/06/2012,2,1,1,1,0.554167,0.61125,0.077125,1027,6028
524,06/07/2012,2,1,1,1,0.6025,0.567083,0.15735,1038,6456
525,06/08/2012,2,1,1,1,0.649167,0.467917,0.175383,1488,6248
526,06/09/2012,2,1,0,1,0.710833,0.437083,0.144287,2708,4790
527,06/10/2012,2,1,0,1,0.726667,0.538333,0.133721,2224,4374
528,06/11/2012,2,1,1,2,0.720833,0.587917,0.207713,1017,5647
529,06/12/2012,2,1,1,2,0.653333,0.833333,0.214546,477,4495
530,06/13/2012,2,1,1,1,0.655833,0.582083,0.343279,1173,6248
531,06/14/2012,2,1,1,1,0.648333,0.569583,0.253733,1180,6183
532,06/15/2012,2,1,1,1,0.639167,0.589583,0.176617,1563,6102
533,06/16/2012,2,1,0,1,0.631667,0.504167,0.166667,2963,4739
534,06/17/2012,2,1,0,1,0.5925,0.59875,0.144904,2634,4344
535,06/18/2012,2,1,1,2,0.568333,0.777917,0.174746,653,4446
536,06/19/2012,2,1,1,1,0.688333,0.69,0.148017,968,5857
537,06/20/2012,2,1,1,1,0.7825,0.592083,0.113812,872,5339
538,06/21/2012,3,1,1,1,0.805833,0.567917,0.118787,778,5127
539,06/22/2012,3,1,1,1,0.7775,0.57375,0.182842,964,4859
540,06/23/2012,3,1,0,1,0.731667,0.534583,0.179721,2657,4801
541,06/24/2012,3,1,0,1,0.743333,0.479167,0.145525,2551,4340
542,06/25/2012,3,1,1,1,0.715833,0.504167,0.300383,1139,5640
543,06/26/2012,3,1,1,1,0.630833,0.373333,0.347642,1077,6365
544,06/27/2012,3,1,1,1,0.6975,0.36,0.271775,1077,6258
545,06/28/2012,3,1,1,1,0.749167,0.4225,0.17165,921,5958
546,06/29/2012,3,1,1,1,0.834167,0.48875,0.165417,829,4634
547,06/30/2012,3,1,0,1,0.765,0.60125,0.161071,1455,4232
548,07/01/2012,3,1,0,1,0.815833,0.51875,0.168529,1421,4110
549,07/02/2012,3,1,1,1,0.781667,0.447083,0.195267,904,5323
550,07/03/2012,3,1,1,1,0.780833,0.492083,0.126237,1052,5608
551,07/04/2012,3,1,0,1,0.789167,0.53875,0.13495,2562,4841
552,07/05/2012,3,1,1,1,0.8275,0.457917,0.194029,1405,4836
553,07/06/2012,3,1,1,1,0.828333,0.450833,0.146142,1366,4841
554,07/07/2012,3,1,0,1,0.861667,0.492083,0.163554,1448,3392
555,07/08/2012,3,1,0,1,0.8225,0.57375,0.125629,1203,3469
556,07/09/2012,3,1,1,2,0.710833,0.683333,0.180975,998,5571
557,07/10/2012,3,1,1,2,0.720833,0.6675,0.151737,954,5336
558,07/11/2012,3,1,1,1,0.716667,0.633333,0.151733,975,6289
559,07/12/2012,3,1,1,1,0.715833,0.529583,0.146775,1032,6414
560,07/13/2012,3,1,1,2,0.731667,0.485833,0.08085,1511,5988
561,07/14/2012,3,1,0,2,0.703333,0.699167,0.143679,2355,4614
562,07/15/2012,3,1,0,1,0.745833,0.717917,0.166667,1920,4111
563,07/16/2012,3,1,1,1,0.763333,0.645,0.164187,1088,5742
564,07/17/2012,3,1,1,1,0.818333,0.505833,0.114429,921,5865
565,07/18/2012,3,1,1,1,0.793333,0.577083,0.137442,799,4914
566,07/19/2012,3,1,1,1,0.77,0.600417,0.165429,888,5703
567,07/20/2012,3,1,1,2,0.665833,0.844167,0.208967,747,5123
568,07/21/2012,3,1,0,3,0.595833,0.865417,0.2133,1264,3195
569,07/22/2012,3,1,0,2,0.6675,0.7625,0.0939208,2544,4866
570,07/23/2012,3,1,1,1,0.741667,0.694167,0.138683,1135,5831
571,07/24/2012,3,1,1,1,0.750833,0.655,0.211454,1140,6452
572,07/25/2012,3,1,1,1,0.724167,0.45,0.1648,1383,6790
573,07/26/2012,3,1,1,1,0.776667,0.596667,0.284813,1036,5825
574,07/27/2012,3,1,1,1,0.781667,0.594583,0.152992,1259,5645
575,07/28/2012,3,1,0,1,0.755833,0.613333,0.15735,2234,4451
576,07/29/2012,3,1,0,1,0.721667,0.62375,0.170396,2153,4444
577,07/30/2012,3,1,1,1,0.730833,0.66875,0.153617,1040,6065
578,07/31/2012,3,1,1,1,0.713333,0.704167,0.165425,968,6248
579,08/01/2012,3,1,1,1,0.7175,0.6775,0.141179,1074,6506
580,08/02/2012,3,1,1,1,0.7525,0.659583,0.129354,983,6278
581,08/03/2012,3,1,1,2,0.765833,0.6425,0.215792,1328,5847
582,08/04/2012,3,1,0,1,0.793333,0.613333,0.257458,2345,4479
583,08/05/2012,3,1,0,1,0.769167,0.6525,0.290421,1707,3757
584,08/06/2012,3,1,1,2,0.7525,0.654167,0.129354,1233,5780
585,08/07/2012,3,1,1,2,0.735833,0.70375,0.116908,1278,5995
586,08/08/2012,3,1,1,2,0.75,0.672917,0.1107,1263,6271
587,08/09/2012,3,1,1,1,0.755833,0.620417,0.1561,1196,6090
588,08/10/2012,3,1,1,2,0.715833,0.715833,0.238813,1065,4721
589,08/11/2012,3,1,0,2,0.6925,0.732917,0.206479,2247,4052
590,08/12/2012,3,1,0,1,0.700833,0.530417,0.122512,2182,4362
591,08/13/2012,3,1,1,1,0.720833,0.545417,0.136212,1207,5676
592,08/14/2012,3,1,1,1,0.726667,0.686667,0.169158,1128,5656
593,08/15/2012,3,1,1,1,0.706667,0.619583,0.169771,1198,6149
594,08/16/2012,3,1,1,1,0.719167,0.519167,0.141796,1338,6267
595,08/17/2012,3,1,1,1,0.723333,0.570833,0.231354,1483,5665
596,08/18/2012,3,1,0,1,0.678333,0.603333,0.177867,2827,5038
597,08/19/2012,3,1,0,2,0.635833,0.711667,0.08645,1208,3341
598,08/20/2012,3,1,1,2,0.635833,0.734167,0.129979,1026,5504
599,08/21/2012,3,1,1,1,0.649167,0.67375,0.0727708,1081,5925
600,08/22/2012,3,1,1,1,0.6675,0.677083,0.0702833,1094,6281
601,08/23/2012,3,1,1,1,0.695833,0.635833,0.0845958,1363,6402
602,08/24/2012,3,1,1,2,0.7025,0.615,0.0721458,1325,6257
603,08/25/2012,3,1,0,2,0.661667,0.712917,0.244408,1829,4224
604,08/26/2012,3,1,0,2,0.653333,0.845833,0.228858,1483,3772
605,08/27/2012,3,1,1,1,0.703333,0.730417,0.128733,989,5928
606,08/28/2012,3,1,1,1,0.728333,0.62,0.190925,935,6105
607,08/29/2012,3,1,1,1,0.685,0.552083,0.112562,1177,6520
608,08/30/2012,3,1,1,1,0.706667,0.590417,0.0771167,1172,6541
609,08/31/2012,3,1,1,1,0.764167,0.5875,0.168533,1433,5917
610,09/01/2012,3,1,0,2,0.753333,0.638333,0.113187,2352,3788
611,09/02/2012,3,1,0,2,0.696667,0.815,0.0640708,2613,3197
612,09/03/2012,3,1,0,1,0.7075,0.790833,0.151121,1965,4069
613,09/04/2012,3,1,1,1,0.725833,0.755,0.236321,867,5997
614,09/05/2012,3,1,1,1,0.736667,0.74125,0.187808,832,6280
615,09/06/2012,3,1,1,2,0.696667,0.810417,0.142421,611,5592
616,09/07/2012,3,1,1,1,0.703333,0.73625,0.171646,1045,6459
617,09/08/2012,3,1,0,2,0.659167,0.799167,0.281104,1557,4419
618,09/09/2012,3,1,0,1,0.61,0.5475,0.224496,2570,5657
619,09/10/2012,3,1,1,1,0.583333,0.50375,0.258713,1118,6407
620,09/11/2012,3,1,1,1,0.5775,0.52,0.0920542,1070,6697
621,09/12/2012,3,1,1,1,0.599167,0.577083,0.131846,1050,6820
622,09/13/2012,3,1,1,1,0.6125,0.637083,0.0827208,1054,6750
623,09/14/2012,3,1,1,1,0.633333,0.6725,0.103863,1379,6630
624,09/15/2012,3,1,0,1,0.608333,0.501667,0.247521,3160,5554
625,09/16/2012,3,1,0,1,0.58,0.57,0.0901833,2166,5167
626,09/17/2012,3,1,1,2,0.580833,0.734583,0.151742,1022,5847
627,09/18/2012,3,1,1,2,0.623333,0.8725,0.357587,371,3702
628,09/19/2012,3,1,1,1,0.5525,0.536667,0.215175,788,6803
629,09/20/2012,3,1,1,1,0.546667,0.618333,0.118167,939,6781
630,09/21/2012,3,1,1,1,0.599167,0.66875,0.154229,1250,6917
631,09/22/2012,3,1,0,1,0.65,0.646667,0.283583,2512,5883
632,09/23/2012,4,1,0,1,0.529167,0.467083,0.223258,2454,5453
633,09/24/2012,4,1,1,1,0.514167,0.492917,0.142404,1001,6435
634,09/25/2012,4,1,1,1,0.55,0.57,0.236321,845,6693
635,09/26/2012,4,1,1,1,0.635,0.630833,0.2444,787,6946
636,09/27/2012,4,1,1,2,0.65,0.690833,0.134342,751,6642
637,09/28/2012,4,1,1,2,0.619167,0.69,0.164179,1045,6370
638,09/29/2012,4,1,0,1,0.5425,0.542917,0.227604,2589,5966
639,09/30/2012,4,1,0,1,0.526667,0.583333,0.134958,2015,4874
640,10/01/2012,4,1,1,2,0.520833,0.649167,0.0908042,763,6015
641,10/02/2012,4,1,1,3,0.590833,0.871667,0.104475,315,4324
642,10/03/2012,4,1,1,2,0.6575,0.79375,0.0665458,728,6844
643,10/04/2012,4,1,1,2,0.6575,0.722917,0.117546,891,6437
644,10/05/2012,4,1,1,1,0.615,0.6275,0.10635,1516,6640
645,10/06/2012,4,1,0,1,0.554167,0.664167,0.268025,3031,4934
646,10/07/2012,4,1,0,2,0.415833,0.708333,0.141162,781,2729
647,10/08/2012,4,1,0,2,0.383333,0.709583,0.189679,874,4604
648,10/09/2012,4,1,1,2,0.446667,0.761667,0.1903,601,5791
649,10/10/2012,4,1,1,1,0.514167,0.630833,0.187821,780,6911
650,10/11/2012,4,1,1,1,0.435,0.463333,0.181596,834,6736
651,10/12/2012,4,1,1,1,0.4375,0.539167,0.235092,1060,6222
652,10/13/2012,4,1,0,1,0.393333,0.494583,0.146142,2252,4857
653,10/14/2012,4,1,0,1,0.521667,0.640417,0.278612,2080,4559
654,10/15/2012,4,1,1,2,0.561667,0.7075,0.296037,760,5115
655,10/16/2012,4,1,1,1,0.468333,0.558333,0.182221,922,6612
656,10/17/2012,4,1,1,1,0.455833,0.692917,0.101371,979,6482
657,10/18/2012,4,1,1,2,0.5225,0.728333,0.236937,1008,6501
658,10/19/2012,4,1,1,2,0.563333,0.815,0.134954,753,4671
659,10/20/2012,4,1,0,1,0.484167,0.572917,0.117537,2806,5284
660,10/21/2012,4,1,0,1,0.464167,0.51,0.166054,2132,4692
661,10/22/2012,4,1,1,1,0.4875,0.568333,0.0814833,830,6228
662,10/23/2012,4,1,1,1,0.544167,0.641667,0.0945458,841,6625
663,10/24/2012,4,1,1,1,0.5875,0.63625,0.0727792,795,6898
664,10/25/2012,4,1,1,2,0.55,0.800417,0.124375,875,6484
665,10/26/2012,4,1,1,2,0.545833,0.807083,0.132467,1182,6262
666,10/27/2012,4,1,0,2,0.53,0.72,0.235692,2643,5209
667,10/28/2012,4,1,0,2,0.4775,0.694583,0.398008,998,3461
668,10/29/2012,4,1,1,3,0.44,0.88,0.3582,2,20
669,10/30/2012,4,1,1,2,0.318182,0.825455,0.213009,87,1009
670,10/31/2012,4,1,1,2,0.3575,0.666667,0.166667,419,5147
671,11/01/2012,4,1,1,2,0.365833,0.581667,0.157346,466,5520
672,11/02/2012,4,1,1,1,0.355,0.522083,0.266175,618,5229
673,11/03/2012,4,1,0,2,0.343333,0.49125,0.270529,1029,4109
674,11/04/2012,4,1,0,1,0.325833,0.532917,0.179108,1201,3906
675,11/05/2012,4,1,1,1,0.319167,0.494167,0.236325,378,4881
676,11/06/2012,4,1,1,1,0.280833,0.567083,0.173513,466,5220
677,11/07/2012,4,1,1,2,0.295833,0.5475,0.304108,326,4709
678,11/08/2012,4,1,1,1,0.352174,0.333478,0.347835,340,4975
679,11/09/2012,4,1,1,1,0.361667,0.540833,0.214558,709,5283
680,11/10/2012,4,1,0,1,0.389167,0.645417,0.0578458,2090,4446
681,11/11/2012,4,1,0,1,0.420833,0.659167,0.1275,2290,4562
682,11/12/2012,4,1,0,1,0.485,0.741667,0.173517,1097,5172
683,11/13/2012,4,1,1,2,0.343333,0.662917,0.342046,327,3767
684,11/14/2012,4,1,1,1,0.289167,0.552083,0.199625,373,5122
685,11/15/2012,4,1,1,2,0.321667,0.620417,0.152987,320,5125
686,11/16/2012,4,1,1,1,0.345,0.524583,0.171025,484,5214
687,11/17/2012,4,1,0,1,0.325,0.545417,0.179729,1313,4316
688,11/18/2012,4,1,0,1,0.3425,0.692917,0.227612,922,3747
689,11/19/2012,4,1,1,2,0.380833,0.623333,0.235067,449,5050
690,11/20/2012,4,1,1,2,0.374167,0.685,0.082725,534,5100
691,11/21/2012,4,1,1,1,0.353333,0.61375,0.103246,615,4531
692,11/22/2012,4,1,0,1,0.34,0.580417,0.0528708,955,1470
693,11/23/2012,4,1,1,1,0.368333,0.56875,0.148021,1603,2307
694,11/24/2012,4,1,0,1,0.278333,0.404583,0.376871,532,1745
695,11/25/2012,4,1,0,1,0.245833,0.468333,0.1505,309,2115
696,11/26/2012,4,1,1,1,0.313333,0.535417,0.04665,337,4750
697,11/27/2012,4,1,1,2,0.291667,0.786667,0.237562,123,3836
698,11/28/2012,4,1,1,1,0.296667,0.50625,0.210821,198,5062
699,11/29/2012,4,1,1,1,0.28087,0.555652,0.115522,243,5080
700,11/30/2012,4,1,1,1,0.298333,0.649583,0.0584708,362,5306
701,12/01/2012,4,1,0,2,0.298333,0.806667,0.0597042,951,4240
702,12/02/2012,4,1,0,2,0.3475,0.823333,0.124379,892,3757
703,12/03/2012,4,1,1,1,0.4525,0.7675,0.0827208,555,5679
704,12/04/2012,4,1,1,1,0.475833,0.73375,0.174129,551,6055
705,12/05/2012,4,1,1,1,0.438333,0.485,0.324021,331,5398
706,12/06/2012,4,1,1,1,0.255833,0.50875,0.174754,340,5035
707,12/07/2012,4,1,1,2,0.320833,0.764167,0.1306,349,4659
708,12/08/2012,4,1,0,2,0.381667,0.91125,0.101379,1153,4429
709,12/09/2012,4,1,0,2,0.384167,0.905417,0.157975,441,2787
710,12/10/2012,4,1,1,2,0.435833,0.925,0.190308,329,4841
711,12/11/2012,4,1,1,2,0.353333,0.596667,0.296037,282,5219
712,12/12/2012,4,1,1,2,0.2975,0.538333,0.162937,310,5009
713,12/13/2012,4,1,1,1,0.295833,0.485833,0.174129,425,5107
714,12/14/2012,4,1,1,1,0.281667,0.642917,0.131229,429,5182
715,12/15/2012,4,1,0,1,0.324167,0.650417,0.10635,767,4280
716,12/16/2012,4,1,0,2,0.3625,0.83875,0.100742,538,3248
717,12/17/2012,4,1,1,2,0.393333,0.907083,0.0982583,212,4373
718,12/18/2012,4,1,1,1,0.410833,0.66625,0.221404,433,5124
719,12/19/2012,4,1,1,1,0.3325,0.625417,0.184092,333,4934
720,12/20/2012,4,1,1,2,0.33,0.667917,0.132463,314,3814
721,12/21/2012,1,1,1,2,0.326667,0.556667,0.374383,221,3402
722,12/22/2012,1,1,0,1,0.265833,0.44125,0.407346,205,1544
723,12/23/2012,1,1,0,1,0.245833,0.515417,0.133083,408,1379
724,12/24/2012,1,1,1,2,0.231304,0.791304,0.0772304,174,746
725,12/25/2012,1,1,0,2,0.291304,0.734783,0.168726,440,573
726,12/26/2012,1,1,1,3,0.243333,0.823333,0.316546,9,432
727,12/27/2012,1,1,1,2,0.254167,0.652917,0.350133,247,1867
728,12/28/2012,1,1,1,2,0.253333,0.59,0.155471,644,2451
729,12/29/2012,1,1,0,2,0.253333,0.752917,0.124383,159,1182
730,12/30/2012,1,1,0,1,0.255833,0.483333,0.350754,364,1432
731,12/31/2012,1,1,1,2,0.215833,0.5775,0.154846,439,2290
