favorite_count,retweet_count,tweet_id
3565,1006,731285275100512256
3918,1303,731156023742988288
6281,2031,730924654643314689
5025,2184,730573383004487680
3561,1070,730427201120833536
3915,1077,730211855403241472
4970,1966,730196704625098752
4134,1159,729854734790754305
1752,394,729838605770891264
4073,1274,729823566028484608
5925,2369,729463711119904772
1922,332,729113531270991872
3215,837,728986383096946689
4778,1753,728760639972315136
2835,690,728751179681943552
3380,1058,728653952833728512
5024,2057,728409960103686147
3759,983,728387165835677696
4416,1215,728046963732717569
4660,1703,728035342121635841
4200,1134,728015554473250816
3010,652,727685679342333952
6016,1789,727644517743104000
4565,1252,727524757080539137
3408,763,727314416056803329
3111,831,727286334147182592
3981,1419,727175381690781696
3721,1364,727155742655025152
7046,2508,726935089318363137
3918,1553,726887082820554753
3641,1023,726828223124897792
4508,1174,726224900189511680
7193,2729,725842289046749185
4242,1394,725786712245440512
5308,1831,725729321944506368
1439,631,725458796924002305
3800,1342,724983749226668032
2420,654,724771698126512129
5396,1679,724405726123311104
4413,1820,724049859469295616
2715,572,724046343203856385
4267,1603,724004602748780546
3983,1263,723912936180330496
7848,3024,723688335806480385
3082,911,723673163800948736
5397,1901,723179728551723008
4193,1595,722974582966214656
5070,1668,722613351520608256
4733,1904,721503162398597120
2584,626,721001180231503872
3184,785,720785406564900865
2541,680,720775346191278080
4222,1534,720415127506415616
6521,2562,720389942216527872
2936,999,720340705894408192
3955,1142,720059472081784833
5009,2057,720043174954147842
4933,1784,719991154352222208
4654,1474,719704490224398336
5162,1956,719551379208073216
2854,757,719367763014393856
4509,1273,719339463458033665
3493,974,719332531645071360
3562,1102,718971898235854848
5356,1803,718939241951195136
19245,8238,718631497683582976
2484,490,718613305783398402
2531,1037,718540630683709445
2760,535,718460005985447936
4962,1536,718454725339934721
1975,511,718246886998687744
3959,1022,718234618122661888
2512,611,717841801130979328
2946,1144,717790033953034240
5885,1886,717537687239008257
1646,459,717428917016076293
3221,862,717421804990701568
6411,1970,717047459982213120
3324,992,717009362452090881
4392,1201,716802964044845056
7447,1564,716791146589110272
1262,441,716730379797970944
13354,6014,716447146686459905
2422,215,716439118184652801
2830,1093,716285507865542656
6885,1949,716080869887381504
3264,895,715928423106027520
3803,1464,715758151270801409
4767,1721,715733265223708672
2868,575,715704790270025728
3998,1320,715696743237730304
4419,1653,715680795826982913
5585,1611,715360349751484417
3101,706,715342466308784130
2471,667,715220193576927233
5248,1928,715200624753819648
4260,1263,715009755312439296
3830,1056,714982300363173890
7514,4381,714962719905021952
4211,1439,714957620017307648
3340,1025,714631576617938945
3707,944,714606013974974464
2753,1163,714485234495041536
3090,729,714258258790387713
3348,846,714251586676113411
2322,895,714214115368108032
4394,1426,714141408463036416
3364,797,713919462244790272
1958,546,713909862279876608
2904,755,713900603437621249
4984,1404,713761197720473600
4518,1323,713411074226274305
7385,2900,713177543487135744
4566,1497,713175907180089344
18954,6868,712809025985978368
12611,5113,712717840512598017
4264,1235,712668654853337088
5451,1595,712438159032893441
247,25,712309440758808576
3872,1063,712097430750289920
3010,908,712092745624633345
3332,495,712085617388212225
2316,641,712065007010385924
0,130,711998809858043904
8245,2368,711968124745228288
2913,1008,711743778164514816
9067,4216,711732680602345472
33604,18799,711694788429553666
3941,936,711652651650457602
3745,1163,711363825979756544
3388,747,711306686208872448
3056,625,711008018775851008
4669,1405,710997087345876993
2607,710,710844581445812225
2747,545,710833117892898816
2365,573,710658690886586372
4900,2430,710609963652087808
4650,1914,710588934686908417
2430,757,710296729921429505
2195,529,710283270106132480
4638,1274,710272297844797440
2450,1153,710269109699739648
2967,913,710153181850935296
2831,907,710140971284037632
5624,2036,710117014656950272
3056,1085,709918798883774466
690,103,709901256215666688
3597,1226,709852847387627521
3622,1230,709566166965075968
3371,1091,709556954897764353
1526,240,709519240576036864
2286,589,709449600415961088
2678,700,709409458133323776
2459,582,709225125749587968
12867,5958,709207347839836162
2481,659,709198395643068416
2056,685,709179584944730112
2088,427,709158332880297985
4856,1676,709042156699303936
1833,668,708853462201716736
3064,915,708845821941387268
1718,513,708834316713893888
16866,7103,708810915978854401
2811,840,708738143638450176
2608,738,708711088997666817
2615,689,708479650088034305
3165,835,708469915515297792
16370,10342,708400866336894977
3679,1351,708356463048204288
2403,756,708349470027751425
4376,1588,708149363256774660
3472,863,708130923141795840
2748,1005,708119489313951744
1986,557,708109389455101952
4479,1971,708026248782585858
3208,1151,707995814724026368
51,2,707983188426153984
2768,987,707969809498152960
3355,970,707776935007539200
2552,628,707741517457260545
4183,2531,707738799544082433
3498,1023,707693576495472641
2627,904,707629649552134146
17351,6521,707610948723478529
2329,708,707420581654872064
2343,609,707411934438625280
3586,1322,707387676719185920
3360,1107,707377100785885184
2536,661,707315916783140866
2845,808,707297311098011648
2648,691,707059547140169728
2242,806,707038192327901184
4181,1405,707021089608753152
2357,604,707014260413456384
14938,8053,706904523814649856
2113,611,706901761596989440
3404,995,706681918348251136
2636,1126,706644897839910912
2210,646,706593038911545345
3544,1460,706538006853918722
3174,1054,706516534877929472
3531,950,706346369204748288
21886,8160,706310011488698368
1739,483,706291001778950144
2800,952,706265994973601792
3999,2278,706169069255446529
5273,1642,706166467411222528
1519,387,706153300320784384
3181,750,705975130514706432
3223,914,705970349788291072
2418,568,705898680587526145
1991,532,705786532653883392
3248,1180,705591895322394625
3020,940,705475953783398401
4540,1671,705442520700944385
3900,1728,705428427625635840
3075,766,705239209544720384
2636,813,705223444686888960
2201,524,705102439679201280
2230,630,705066031337840642
4369,1139,704871453724954624
2307,554,704859558691414016
5215,1572,704847917308362754
2704,1010,704819833553219584
6786,2972,704761120771465216
3002,1031,704499785726889984
779,82,704491224099647488
3467,1089,704480331685040129
8202,3645,704364645503647744
1625,358,704347321748819968
1542,476,704134088924532736
1895,577,704113298707505153
3005,934,704054845121142784
1881,475,703774238772166656
3363,1167,703769065844768768
2655,699,703631701117943808
3946,1565,703611486317502464
3882,1399,703425003149250560
2511,715,703407252292673536
3595,1163,703382836347330562
1954,395,703356393781329922
2015,559,703268521220972544
7582,3172,703079050210877440
26983,12841,703041949650034688
2658,742,702932127499816960
1644,465,702899151802126337
3315,1097,702684942141153280
2255,572,702671118226825216
12491,3525,702598099714314240
2949,983,702539513671897089
3263,1593,702332542343577600
3355,1063,702321140488925184
2536,785,702276748847800320
4916,1375,702217446468493312
3536,1013,701981390485725185
3918,1051,701952816642965504
3626,1424,701889187134500865
3515,1730,701805642395348998
2141,469,701601587219795968
2886,952,701570477911896070
2722,625,701545186879471618
12533,5249,701214700881756160
2269,580,700890391244103680
2659,634,700864154249383937
2509,515,700847567345688576
2501,976,700796979434098688
23448,9594,700747788515020802
2687,819,700518061187723268
2341,589,700505138482569216
4234,1837,700462010979500032
2704,762,700167517596164096
2290,687,700151421916807169
7715,2806,700143752053182464
2719,709,700062718104104960
2126,603,700029284593901568
3401,1375,700002074055016451
3136,978,699801817392291840
2290,518,699788877217865730
2823,1275,699779630832685056
2005,618,699775878809702401
10526,4739,699691744225525762
6089,2673,699446877801091073
2214,525,699434518667751424
1406,337,699423671849451520
2127,633,699413908797464576
1935,452,699370870310113280
3244,887,699323444782047232
2294,650,699088579889332224
2511,674,699079609774645248
3066,1220,699072405256409088
3865,1852,699060279947165696
2669,1225,699036661657767936
3457,1005,698989035503689728
2769,928,698953797952008193
2604,642,698907974262222848
2532,699,698710712454139905
1491,393,698703483621523456
1323,350,698635131305795584
2386,640,698549713696649216
1918,463,698355670425473025
2314,972,698342080612007937
4882,2051,698262614669991936
17191,6133,698195409219559425
2885,763,698178924120031232
1559,341,697995514407682048
3365,1326,697990423684476929
2451,703,697943111201378304
3090,1217,697881462549430272
1797,551,697630435728322560
3235,1035,697616773278015490
3106,1289,697596423848730625
2093,510,697575480820686848
2126,1151,697516214579523584
2475,693,697482927769255936
3500,1423,697463031882764288
4798,1927,697270446429966336
3372,1029,697259378236399616
3103,1194,697255105972801536
2574,686,697242256848379904
3251,1044,696900204696625153
2401,692,696894894812565505
4983,1852,696886256886657024
2500,723,696877980375769088
1521,370,696754882863349760
2121,964,696744641916489729
2431,666,696713835009417216
4002,1748,696518437233913856
1243,145,696490539101908992
2604,1047,696488710901260288
3284,1182,696405997980676096
1986,677,696100768806522880
3084,1194,695816827381944320
3244,797,695794761660297217
1915,765,695767669421768709
4689,2155,695629776980148225
4498,1857,695446424020918272
8888,3679,695409464418041856
3722,1494,695314793360662529
2702,633,695095422348574720
2917,1132,695074328191332352
1637,607,695064344191721472
2731,802,695051054296211456
2762,939,694925794720792577
2820,957,694905863685980160
36670,14779,694669722378485760
1546,293,694356675654983680
2090,632,694352839993344000
1607,491,694342028726001664
2053,516,694329668942569472
4275,2083,694206574471057408
3021,953,694183373896572928
3486,1054,694001791655137281
1919,415,693993230313091072
1779,376,693942351086120961
2761,606,693647888581312512
1375,126,693644216740769793
2601,419,693642232151285760
2514,816,693629975228977152
1577,378,693622659251335168
5189,2015,693590843962331137
1689,260,693582294167244802
1825,652,693486665285931008
3445,1267,693280720173801472
2444,833,693267061318012928
2279,512,693262851218264065
2939,752,693231807727280129
8076,3288,693155686491000832
1764,639,693109034023534592
1912,478,693095443459342336
2729,772,692919143163629568
2491,894,692905862751522816
1814,616,692901601640583168
2329,825,692894228850999298
2952,904,692828166163931137
6994,3733,692752401762250755
4461,1576,692568918515392513
3265,1400,692535307825213440
1886,423,692530551048294401
1514,234,692423280028966913
9569,3573,692417313023332352
2593,839,692187005137076224
2195,806,692158366030913536
1684,402,692142790915014657
3484,1300,692041934689402880
2940,984,692017291282812928
4057,1709,691820333922455552
8338,4336,691793053716221953
2944,1037,691756958957883396
1999,522,691675652215414786
2443,577,691483041324204033
4145,1172,691459709405118465
2718,869,691444869282295808
19818,7839,691416866452082688
2635,676,691321916024623104
3033,902,691096613310316544
1757,343,691090071332753408
6042,2957,690989312272396288
3682,1283,690959652130045952
4222,2032,690938899477221376
3370,1053,690932576555528194
3877,1303,690735892932222976
2232,529,690728923253055490
2383,829,690690673629138944
1344,287,690649993829576704
298,17,690607260360429569
2014,625,690597161306841088
1925,464,690400367696297985
3337,868,690374419777196032
2722,910,690360449368465409
1549,531,690348396616552449
1720,427,690248561355657216
2868,1054,690021994562220032
2574,755,690015576308211712
3755,1736,690005060500217858
1463,381,689999384604450816
1495,464,689993469801164801
1403,462,689977555533848577
2497,710,689905486972461056
3105,1208,689877686181715968
2213,762,689835978131935233
3291,947,689661964914655233
10624,3993,689659372465688576
2282,657,689623661272240129
11940,5688,689599056876867584
2100,470,689557536375177216
3490,1473,689517482558820352
2311,968,689289219123089408
3365,1136,689283819090870273
2034,730,689280876073582592
1181,248,689275259254616065
2624,1110,689255633275777024
3150,1022,689154315265683456
2061,522,689143371370250240
2790,895,688916208532455424
2168,790,688908934925697024
2154,800,688898160958271489
2294,710,688894073864884227
1414,381,688828561667567616
986,195,688804835492233216
2278,678,688789766343622656
2680,720,688547210804498433
2379,745,688519176466644993
9524,4582,688385280030670848
2290,855,688211956440801280
2177,598,688179443353796608
2908,802,688116655151435777
1770,368,688064179421470721
5612,2590,687841446767013888
2808,1157,687826841265172480
2554,974,687818504314159109
2453,729,687807801670897665
1804,683,687732144991551489
2498,862,687704180304273409
1990,521,687664829264453632
1952,588,687494652870668288
1640,248,687480748861947905
2029,547,687476254459715584
2112,556,687460506001633280
1948,637,687399393394311168
20654,9421,687317306314240000
4472,1948,687312378585812992
5606,2358,687127927494963200
2229,514,687124485711986689
5968,2537,687109925361856513
2399,1009,687102708889812993
2303,618,687096057537363968
8834,3279,686947101016735744
3617,1418,686760001961103360
3569,1490,686749460672679938
4255,1233,686730991906516992
2894,829,686683045143953408
3787,1398,686618349602762752
1946,554,686606069955735556
1784,703,686394059078897668
3345,902,686386521809772549
2269,583,686377065986265092
2248,692,686358356425093120
4102,1702,686286779679375361
2261,741,686050296934563840
1183,121,686035780142297088
3194,1185,686034024800862208
2552,426,686007916130873345
1875,652,686003207160610816
2160,536,685973236358713344
1670,609,685943807276412928
7705,2981,685906723014619143
2077,129,685681090388975616
2409,592,685667379192414208
3338,1504,685663452032069632
3008,804,685641971164143616
33830,16122,685547936038666240
3114,1198,685532292383666176
9719,4090,685325112850124800
2720,664,685321586178670592
3432,1092,685315239903100929
2130,456,685307451701334016
3188,1231,685268753634967552
2399,686,685198997565345792
4218,1464,685169283572338688
2430,382,684969860808454144
6995,3220,684959798585110529
3308,1072,684940049151070208
3592,475,684926975086034944
3602,1502,684914660081053696
1925,546,684902183876321280
2155,842,684880619965411328
35957,22283,684830982659280897
2791,1032,684800227459624960
9157,3627,684594889858887680
4216,1452,684588130326986752
3098,1265,684567543613382656
2716,979,684538444857667585
3980,1206,684481074559381504
2030,571,684460069371654144
8374,3379,684241637099323392
1265,214,684225744407494656
3926,1409,684222868335505415
2221,1061,684200372118904832
1963,525,684195085588783105
3579,1212,684188786104872960
2068,681,684177701129875456
3057,1549,684147889187209216
2057,484,684122891630342144
4229,1472,684097758874210310
3904,1142,683857920510050305
1980,358,683852578183077888
2673,998,683849932751646720
2692,1140,683834909291606017
2878,1096,683828599284170753
3426,1394,683773439333797890
6660,3420,683742671509258241
7525,2980,683515932363329536
3248,987,683498322573824003
2717,1024,683481228088049664
2489,695,683462770029932544
3995,1645,683449695444799489
7831,2461,683391852557561860
3006,954,683357973142474752
2958,1072,683142553609318400
3487,938,683111407806746624
2217,677,683098815881154561
2034,578,683078886620553216
2208,754,683030066213818368
37873,17130,682962037429899265
1823,180,682808988178739200
2533,1142,682788441537560576
1554,449,682750546109968385
1344,369,682697186228989953
3134,1111,682662431982772225
2115,622,682638830361513985
3521,1196,682429480204398592
7774,1814,682406705142087680
2292,697,682393905736888321
1707,476,682389078323662849
3141,1023,682303737705140231
4267,1244,682259524040966145
3342,1204,682242692827447297
18756,10169,682088079302213632
5074,1738,682059653698686977
3270,978,682047327939461121
6757,2073,682032003584274432
3220,1570,682003177596559360
2874,1065,681981167097122816
2524,840,681891461017812993
13097,4185,681694085539872773
1811,459,681679526984871937
2705,953,681654059175129088
1953,484,681610798867845120
3637,1341,681579835668455424
14677,5945,681523177663676416
1676,289,681340665377193984
9524,4204,681339448655802368
2712,771,681320187870711809
4047,1867,681302363064414209
3287,988,681297372102656000
3300,1128,681281657291280384
1492,283,681261549936340994
1523,553,681242418453299201
2466,500,681231109724700672
3794,1529,681193455364796417
2479,676,680970795137544192
4683,2056,680959110691590145
3284,1078,680940246314430465
2123,447,680934982542561280
2461,638,680913438424612864
1805,375,680889648562991104
3541,1359,680836378243002368
2208,680,680805554198020098
2433,838,680801747103793152
2915,1066,680798457301471234
2703,724,680609293079592961
3713,1377,680583894916304897
4341,1968,680497766108381184
1764,496,680494726643068929
2607,761,680473011644985345
1486,514,680440374763077632
1496,298,680221482581123072
2904,1207,680206703334408192
2194,513,680191257256136705
3992,1599,680176173301628928
2378,756,680161097740095489
3695,1784,680145970311643136
2339,971,680130881361686529
2776,931,680115823365742593
3659,1413,680100725817409536
13090,9192,680085611152338944
2642,901,680070545539371008
2012,668,679877062409191424
2228,681,679872969355714560
2507,640,679862121895714818
2921,1261,679854723806179328
2421,783,679844490799091713
37098,14361,679828447187857408
3154,1137,679777920601223168
2136,814,679736210798047232
2206,850,679729593985699840
1689,477,679722016581222400
4881,2130,679530280114372609
2695,738,679527802031484928
3440,1297,679511351870550016
3215,1507,679503373272485890
2130,654,679475951516934144
32395,19315,679462823135686656
2424,1231,679405845277462528
21838,8235,679158373988876288
2833,1054,679148763231985668
3026,1187,679132435750195208
6090,2620,679111216690831360
17359,8346,679062614270468097
2290,688,679047485189439488
2888,1258,679001094530465792
2359,1197,678991772295516161
1681,473,678969228704284672
2629,924,678800283649069056
3516,1197,678798276842360832
2859,933,678774928607469569
3610,1392,678767140346941444
1672,487,678764513869611008
7266,3361,678755239630127104
3827,1713,678740035362037760
5689,2486,678708137298427904
2919,1506,678675843183484930
2084,425,678643457146150913
4080,1591,678446151570427904
5518,2597,678424312106393600
4315,1858,678410210315247616
80634,32462,678399652199309312
1622,422,678396796259975168
1902,434,678389028614488064
2488,930,678380236862578688
1757,545,678341075375947776
1324,261,678334497360859136
11623,6205,678278586130948096
1617,374,678255464182861824
1961,391,678023323247357953
13962,6455,678021115718029313
3479,1712,677961670166224897
1373,420,677918531514703872
4919,2131,677895101218201600
3115,989,677716515794329600
3444,1471,677700003327029250
1252,329,677698403548192770
2524,858,677687604918272002
3378,1524,677673981332312066
1969,975,677662372920729601
1887,810,677644091929329666
2165,731,677573743309385728
1318,470,677565715327688705
2470,1176,677557565589463040
7032,3729,677547928504967168
1087,233,677530072887205888
3081,1818,677335745548390400
1372,291,677334615166730240
1107,239,677331501395156992
3685,1530,677328882937298944
1665,536,677314812125323265
1250,412,677301033169788928
2022,718,677269281705472000
2779,938,677187300187611136
2821,1093,676975532580409345
2255,820,676957860086095872
1325,399,676949632774234114
2203,873,676948236477857792
1744,377,676946864479084545
2101,766,676942428000112642
12878,4981,676936541936185344
3005,1822,676916996760600576
2281,727,676897532954456065
2128,721,676864501615042560
23318,15833,676821958043033607
1828,679,676819651066732545
1435,431,676811746707918848
5064,2051,676776431406465024
2930,987,676617503762681856
1094,201,676613908052996102
1900,443,676606785097199616
1169,385,676603393314578432
4631,2179,676593408224403456
921,126,676590572941893632
2338,797,676588346097852417
1212,282,676582956622721024
2613,1126,676575501977128964
1890,562,676533798876651520
1534,535,676496375194980353
11715,4724,676470639084101634
1736,675,676440007570247681
1408,348,676430933382295552
2096,555,676263575653122048
1236,290,676237365392908289
76496,31373,676219687039057920
1761,587,676215927814406144
2298,1043,676191832485810177
1931,664,676146341966438401
2178,1168,676121918416756736
2840,1174,676101918813499392
3039,1443,676098748976615425
1325,438,676089483918516224
1635,572,675898130735476737
2147,868,675891555769696257
2401,967,675888385639251968
4206,1410,675878199931371520
1651,573,675870721063669760
2709,1309,675853064436391936
942,146,675849018447167488
2292,889,675845657354215424
1533,538,675822767435051008
1054,234,675820929667219457
10325,3424,675798442703122432
1640,475,675781562965868544
1176,348,675740360753160193
1902,824,675710890956750848
1989,696,675707330206547968
647,98,675706639471788032
1829,423,675534494439489536
1191,387,675531475945709568
1044,290,675522403582218240
1296,467,675517828909424640
17255,5882,675501075957489664
3161,1307,675497103322386432
1306,604,675489971617296384
1848,988,675483430902214656
1531,569,675432746517426176
1697,518,675372240448454658
1053,234,675362609739206656
32825,17018,675354435921575936
3941,2273,675349384339542016
2788,1294,675334060156301312
3626,1608,675166823650848770
6307,2605,675153376133427200
3745,1693,675149409102012420
942,236,675147105808306176
1197,308,675146535592706048
2140,908,675145476954566656
1302,496,675135153782571009
1953,791,675113801096802304
967,254,675111688094527488
2803,1139,675109292475830276
1060,329,675047298674663426
2718,1192,675015141583413248
991,229,675006312288268288
1562,470,675003128568291329
2255,1103,674999807681908736
860,357,674805413498527744
3031,864,674800520222154752
2514,1086,674793399141146624
1104,250,674790488185167872
819,209,674788554665512960
2008,1207,674781762103414784
1121,475,674774481756377088
1828,793,674767892831932416
788,238,674764817387900928
1365,450,674754018082705410
1462,467,674752233200820224
1404,553,674743008475090944
488,50,674742531037511680
1107,391,674739953134403584
646,93,674737130913071104
1148,466,674690135443775488
1604,651,674670581682434048
922,256,674664755118911488
1441,495,674646392044941312
1021,266,674644256330530816
1683,583,674638615994089473
1506,578,674632714662858753
938,97,674606911342424069
6226,2036,674468880899788800
1062,356,674447403907457024
1114,394,674436901579923456
1438,535,674422304705744896
681,140,674416750885273600
1200,464,674410619106390016
1506,576,674394782723014656
848,316,674372068062928900
562,73,674330906434379776
1422,517,674318007229923329
11316,6951,674307341513269249
14720,5886,674291837063053312
1572,735,674271431610523648
907,227,674269164442398721
1651,850,674265582246694913
1303,454,674262580978937856
1462,550,674255168825880576
756,168,674082852460433408
982,288,674075285688614912
6357,2201,674063288070742018
3323,1296,674053186244734976
1444,487,674051556661161984
1419,644,674045139690631169
724,129,674042553264685056
1099,414,674038233588723717
847,213,674036086168010753
1783,1213,674024893172875264
1126,300,674019345211760640
1561,636,674014384960745472
1199,351,674008982932058114
1942,955,673956914389192708
1166,374,673919437611909120
3186,1628,673906403526995968
928,251,673887867907739649
3071,744,673716320723169284
3528,2064,673715861853720576
1034,298,673711475735838725
847,274,673709992831262724
1077,285,673708611235921920
1094,390,673707060090052608
1250,404,673705679337693185
1434,563,673700254269775872
3779,1938,673697980713705472
1729,650,673689733134946305
1263,494,673688752737402881
1433,437,673686845050527744
1368,470,673680198160809984
1250,365,673662677122719744
718,239,673656262056419329
1098,358,673636718965334016
1594,725,673612854080196609
1183,359,673583129559498752
830,270,673580926094458881
1379,558,673576835670777856
1020,306,673363615379013632
1445,667,673359818736984064
1481,569,673355879178194945
1648,535,673352124999274496
744,213,673350198937153538
2494,1258,673345638550134785
966,270,673343217010679808
1264,580,673342308415348736
13394,7853,673320132811366400
873,256,673317986296586240
7479,3151,673295268553605120
1059,365,673270968295534593
1411,727,673240798075449344
2235,835,673213039743795200
1677,623,673148804208660480
1967,718,672997845381865473
949,291,672995267319328768
978,293,672988786805112832
1252,540,672984142909456390
1810,995,672980819271634944
1666,900,672975131468300288
942,354,672970152493887488
1309,544,672968025906282496
1413,636,672964561327235073
1355,503,672902681409806336
900,424,672898206762672129
1537,834,672884426393653248
1025,363,672877615439593473
1306,561,672834301050937345
1246,491,672828477930868736
972,319,672640509974827008
1292,488,672622327801233409
1216,579,672614745925664768
1108,385,672609152938721280
1103,399,672604026190569472
1323,604,672594978741354496
944,332,672591762242805761
720,180,672591271085670400
1023,361,672538107540070400
635,168,672523490734551040
1103,439,672488522314567680
1123,594,672482722825261057
713,124,672481316919734272
1422,695,672475084225949696
1348,535,672466075045466113
6419,3343,672272411274932228
1488,613,672267570918129665
1130,333,672264251789176834
2799,1533,672256522047614977
1422,733,672254177670729728
1711,601,672248013293752320
678,157,672245253877968896
889,319,672239279297454080
1815,997,672231046314901505
777,211,672222792075620352
2251,1148,672205392827572224
1010,366,672169685991993344
867,353,672160042234327040
1735,693,672139350159835138
2383,1131,672125275208069120
998,368,672095186491711488
934,359,672082170312290304
1281,515,672068090318987265
8444,4122,671896809300709376
1324,568,671891728106971137
3446,1372,671882082306625538
1405,669,671879137494245376
1239,550,671874878652489728
1106,486,671866342182637568
901,437,671855973984772097
7018,3459,671789708968640512
1186,503,671768281401958400
1663,908,671763349865160704
1347,760,671744970634719232
742,233,671743150407421952
1431,744,671735591348891648
8435,4309,671729906628341761
12716,7152,671561002136281088
905,206,671550332464455680
1343,589,671547767500775424
1958,1036,671544874165002241
1085,557,671542985629241344
923,393,671538301157904385
1161,402,671536543010570240
1011,570,671533943490011136
838,260,671528761649688577
1393,523,671520732782923777
948,290,671518598289059840
1596,707,671511350426865664
6953,3521,671504605491109889
906,441,671497587707535361
1008,464,671488513339211776
575,197,671486386088865792
757,229,671485057807351808
1429,735,671390180817915904
1097,293,671362598324076544
396,147,671357843010908160
479,114,671355857343524864
951,422,671347597085433856
733,207,671186162933985280
1114,343,671182547775299584
867,348,671166507850801152
1648,1095,671163268581498880
370,82,671159727754231808
707,216,671154572044468225
665,152,671151324042559489
668,221,671147085991960577
1152,654,671141549288370177
913,399,671138694582165504
743,194,671134062904504320
3470,2496,671122204919246848
1362,770,671115716440031232
1134,436,671109016219725825
1099,291,670995969505435648
24416,8603,670842764863651840
585,193,670840546554966016
1098,687,670838202509447168
438,122,670833812859932673
728,213,670832455012716544
5496,4007,670826280409919488
765,187,670823764196741120
605,93,670822709593571328
3149,1523,670815497391357952
1116,268,670811965569282048
1150,490,670807719151067136
1942,951,670804601705242624
340,87,670803562457407488
734,236,670797304698376195
825,275,670792680469889025
657,240,670789397210615808
600,200,670786190031921152
816,387,670783437142401025
1549,763,670782429121134593
781,287,670780561024270336
325,72,670778058496974848
1064,414,670764103623966721
436,109,670755717859713024
954,507,670733412878163972
822,355,670727704916926465
1195,486,670717338665226240
767,370,670704688707301377
589,242,670691627984359425
744,278,670679630144274432
245,42,670676092097810432
10618,4970,670668383499735048
1506,736,670474236058800128
350,86,670468609693655041
968,546,670465786746662913
545,204,670452855871037440
1186,649,670449342516494336
6668,1964,670444955656130560
637,198,670442337873600512
1045,511,670435821946826752
1393,644,670434127938719744
326,112,670433248821026816
1372,613,670428280563085312
520,161,670427002554466305
1295,626,670421925039075328
623,310,670420569653809152
567,316,670417414769758208
2011,884,670411370698022913
553,221,670408998013820928
431,154,670403879788544000
553,203,670385711116361728
745,268,670374371102445568
327,66,670361874861563904
420,108,670338931251150849
3850,1212,670319130621435904
428,130,670303360680108032
698,283,670290420111441920
1014,331,670093938074779648
692,247,670086499208155136
2209,1218,670079681849372674
1566,776,670073503555706880
623,234,670069087419133954
758,334,670061506722140161
668,332,670055038660800512
642,173,670046952931721218
750,110,670040295598354432
584,272,670037189829525505
332,92,670003130994700288
324,83,669993076832759809
444,158,669972011175813120
302,59,669970042633789440
499,159,669942763794931712
369,100,669926384437997569
230,55,669923323644657664
803,393,669753178989142016
264,65,669749430875258880
511,88,669684865554620416
385,111,669683899023405056
347,133,669682095984410625
659,287,669680153564442624
801,430,669661792646373376
3499,1797,669625907762618368
942,359,669603084620980224
511,151,669597912108789760
1480,921,669583744538451968
431,139,669573570759163904
1579,1007,669571471778410496
231,55,669567591774625800
383,123,669564461267722241
362,75,669393256313184256
1322,721,669375718304980992
496,178,669371483794317312
458,150,669367896104181761
615,223,669363888236994561
369,121,669359674819481600
2686,1266,669354382627049472
637,260,669353438988365824
434,182,669351434509529089
1015,417,669328503091937280
573,115,669327207240699904
495,207,669324657376567296
1186,402,669216679721873412
435,162,669214165781868544
995,470,669203728096960512
648,308,669037058363662336
737,371,669015743032369152
572,245,669006782128353280
20723,6305,669000397445533696
439,226,668994913074286592
737,341,668992363537309700
674,325,668989615043424256
890,461,668988183816871936
550,165,668986018524233728
534,303,668981893510119424
790,346,668979806671884288
1292,574,668975677807423489
146,22,668967877119254528
699,236,668960084974809088
276,71,668955713004314625
261,58,668932921458302977
316,100,668902994700836864
395,149,668892474547511297
520,299,668872652652679168
450,165,668852170888998912
429,136,668826086256599040
569,264,668815180734689280
702,369,668779399630725120
526,216,668655139528511488
882,521,668645506898350081
870,524,668643542311546881
1069,533,668641109086707712
1034,483,668636665813057536
2779,1607,668633411083464705
707,312,668631377374486528
312,112,668627278264475648
383,129,668625577880875008
1407,754,668623201287675904
198,41,668620235289837568
609,313,668614819948453888
1662,1057,668587383441514497
242,52,668567822092664832
509,217,668544745690562560
448,212,668542336805281792
250,72,668537837512433665
454,222,668528771708952576
321,102,668507509523615744
409,129,668496999348633600
419,232,668484198282485761
453,145,668480044826800133
873,509,668466899341221888
613,294,668297328638447616
240,29,668291999406125056
498,135,668286279830867968
812,228,668274247790391296
549,233,668268907921326080
1290,601,668256321989451776
971,476,668248472370458624
6131,2814,668237644992782336
297,102,668226093875376128
508,192,668221241640230912
553,191,668204964695683073
650,194,668190681446379520
482,191,668171859951755264
486,306,668154635664932864
567,278,668142349051129856
661,236,668113020489474048
1243,776,667937095915278337
296,111,667924896115245057
206,55,667915453470232577
485,300,667911425562669056
841,370,667902449697558528
1863,1067,667886921285246976
807,470,667885044254572545
386,116,667878741721415682
619,396,667873844930215936
2975,1016,667866724293877760
236,75,667861340749471744
290,61,667832474953625600
1043,484,667806454573760512
324,96,667801013445750784
692,325,667793409583771648
404,242,667782464991965184
234,55,667773195014021121
437,212,667766675769573376
374,147,667728196545200128
475,313,667724302356258817
0,34,667550904950915073
0,32,667550882905632768
5705,2233,667549055577362432
334,121,667546741521195010
850,514,667544320556335104
201,64,667538891197542400
808,514,667534815156183040
459,234,667530908589760512
1670,1089,667524857454854144
365,188,667517642048163840
6690,2086,667509364010450944
528,216,667502640335572993
